,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
3728,Building Database Web App PHP | OOP | PDO | AJAX | MySQL,Paul Amissah,4.1,210.0,19 total hours,76 lectures,All Levels,199.99,229.99,"1,119 students"
3729,REST API WebService Automation Testing-ReadyAPI-SoapuiNG PRO,Subhash Chandra Basavaraju,3.8,210.0,8 total hours,73 lectures,All Levels,229.99,719.99,"2,125 students"
3730,iOS 10 iPhone App Development: Learn the Basics in 2 hours,Michael Harrison,4.1,210.0,1.5 total hours,17 lectures,Beginner,229.99,719.99,"40,983 students"
3731,Outlier Detection Algorithms in Data Mining and Data Science,KDD Expert,4.2,209.0,2.5 total hours,13 lectures,All Levels,269.99,599.99,"2,168 students"
3732,Build Library Management System | Python & PyQt5,Mahmoud Ahmed,3.8,209.0,6.5 total hours,40 lectures,All Levels,199.99,229.99,"17,700 students"
3733,Unity 3D Master Class - Game Development For Beginners,Infinite Skills,4.2,209.0,8.5 total hours,85 lectures,All Levels,269.99,479.99,"5,243 students"
3734,Be a Bootstrap Developer from scratch,Igneus Technologies,4.8,209.0,3.5 total hours,32 lectures,Beginner,269.99,719.99,"5,810 students"
3735,Unreal Engine 5 Blueprints: Develop Your First Two Games,Pixel Helmet,4.6,209.0,11.5 total hours,79 lectures,Beginner,229.99,629.99,"1,975 students"
3736,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,"Joe Parys, Shahzaib Kamal, Joe Parys Support",3.1,209.0,3.5 total hours,26 lectures,All Levels,269.99,1299.99,"29,830 students"
3737,Beginners Guide To C# With Visual Studio 2017,"T O, Miles Turnbull",4.3,208.0,6.5 total hours,35 lectures,Beginner,199.99,229.99,832 students
3738,Laravel Database Queries - From Beginner to Super Advanced,Robert Apollo,4.5,208.0,8.5 total hours,102 lectures,All Levels,269.99,719.99,"1,328 students"
3739,Learn Java From Scratch,Ron Seikh,4.4,208.0,32 total mins,5 lectures,All Levels,269.99,1299.99,"20,309 students"
3740,Software Quality Assurance,Michael Cesino,3.9,208.0,5.5 total hours,28 lectures,Beginner,1599.99,765.8469641367806,996 students
3741,Python Programming For Everyone,John Elder,4.3,208.0,2 total hours,29 lectures,Beginner,269.99,1299.99,"3,852 students"
3742,JavaScript 2018: Modern Approach,IDX Solutions,3.5,208.0,2 total hours,20 lectures,All Levels,229.99,349.99,952 students
3743,"Java Web Development /Java EE 8 (Servlet, JSP, MVC, Maven)",Java Corner (Karim),4.6,208.0,13 total hours,133 lectures,All Levels,199.99,229.99,"3,926 students"
3744,Master iOS Auto Layout (Swift/Xcode),Andi Setiyadi,4.3,208.0,4.5 total hours,19 lectures,All Levels,199.99,229.99,920 students
3745,Introduction to Programming for Beginners,Bluelime Learning Solutions,3.9,208.0,6 total hours,59 lectures,Beginner,229.99,779.99,"2,301 students"
3746,Writing Beautiful RESTful APIs,Ethan Ballinger,4.3,208.0,1 total hour,10 lectures,All Levels,199.99,229.99,"6,316 students"
3747,Professional UX/UI Designer start your profitable profession,Andrew Borysenko,2.6,207.0,1 total hour,32 lectures,All Levels,199.99,229.99,"12,277 students"
3748,Vagrant for DevOps,Yogesh Mehta,3.7,207.0,3 total hours,23 lectures,Beginner,199.99,229.99,"4,940 students"
3749,Full-Stack Firebase,Chris Esplin,3.2,207.0,2.5 total hours,41 lectures,Beginner,269.99,719.99,"1,085 students"
3750,Google Script How to Update Google Sheet data from a web App,Laurence Svekis,4.4,207.0,1.5 total hours,23 lectures,Beginner,229.99,1199.99,"3,945 students"
3751,Advanced Laravel and Vuejs - Build a Youtube clone,Kati Frantz,4.8,207.0,6 total hours,42 lectures,Intermediate,269.99,1299.99,"10,435 students"
3752,Python Regression Analysis: Statistics & Machine Learning,Minerva Singh,4.4,207.0,6.5 total hours,54 lectures,All Levels,229.99,1199.99,"1,957 students"
3753,Python 101: Python for absolute beginners,Kalob Taulien,3.4,207.0,3 total hours,33 lectures,Beginner,319.99,1399.99,"15,032 students"
3754,"Modern JavaScript: Building Real-World, Real-Time Apps","3D BUZZ Programming and Digital Art training, Nelson LaQuet",4.0,207.0,13.5 total hours,60 lectures,Intermediate,229.99,479.99,"2,367 students"
3755,C# Basics for Beginners: Introduction to Programming with C#,Victor Gorinov,4.3,207.0,2 total hours,24 lectures,Beginner,229.99,269.99,"20,690 students"
3756,Oracle Certified Associate Java Programmer (OCAJP) 1Z0-808,"Andrii Piatakha, Learn IT University",4.2,207.0,15.5 total hours,92 lectures,All Levels,229.99,479.99,"26,068 students"
3757,YOLOv3 - Robust Deep Learning Object Detection in 1 hour,Augmented Startups,4.2,207.0,2.5 total hours,20 lectures,Intermediate,319.99,1399.99,"1,341 students"
3758,The complete guide to testing javascript & node applications,Kati Frantz,4.1,207.0,2 total hours,24 lectures,All Levels,269.99,1399.99,"10,038 students"
3759,Introduction to Website Development,Yonis Mohamoud,3.8,207.0,4 total hours,72 lectures,Beginner,199.99,229.99,"12,064 students"
3760,x86 64-bit Assembly Language: Step-by-Step Tutorial,x-BIT Development,4.8,206.0,6 total hours,73 lectures,All Levels,269.99,1299.99,"2,108 students"
3761,Learn To Create a Match-3 Puzzle Game in Unity,James Doyle,4.8,206.0,6.5 total hours,48 lectures,Beginner,319.99,999.99,"1,522 students"
3762,"JUnit 5, Mockito, PowerMock, TDD, BDD & ATTD","Andrii Piatakha, Learn IT University",4.5,206.0,4 total hours,16 lectures,All Levels,229.99,479.99,"55,513 students"
3763,JavaScript Basics Web Development Building Blocks,Laurence Svekis,4.3,206.0,2 total hours,18 lectures,Beginner,229.99,719.99,"15,669 students"
3764,Complete Selenium Ruby Automation Engineer Bootcamp,Ashok Tulachan,4.3,206.0,14 total hours,98 lectures,Beginner,229.99,719.99,"1,591 students"
3765,Learn Web Design From Scratch,"Shokal Shah, Deep Web Hacker",3.0,206.0,34 total mins,8 lectures,All Levels,269.99,999.99,"17,307 students"
3766,JavaScript Fundamentals ES6 for beginners,Laurence Svekis,4.4,206.0,4 total hours,56 lectures,Beginner,269.99,1299.99,"7,442 students"
3767,Creating an MP3 Player with HTML5,Dollar Design School,4.6,206.0,1.5 total hours,14 lectures,All Levels,199.99,229.99,"14,580 students"
3768,Algorithms and Data Structures in C++ (2020),Luke's Programming School,3.3,206.0,2.5 total hours,38 lectures,All Levels,269.99,1299.99,"8,378 students"
3769,Practical Neural Networks & Deep Learning In R,Minerva Singh,4.7,206.0,5.5 total hours,53 lectures,All Levels,229.99,1199.99,"1,734 students"
3770,Hacking with Swift 3 - Beginner to Pro - Build 22 iOS Apps,Stephen DeStefano,4.7,206.0,21.5 total hours,166 lectures,All Levels,199.99,229.99,"1,863 students"
3771,Web Application Automation - Selenium - Ruby - Cucumber,Testing World,4.1,206.0,6.5 total hours,84 lectures,Expert,199.99,229.99,"1,062 students"
3772,From 0 to 1: Learn Python Programming  - Easy as Pie,Loony Corn,4.1,206.0,10.5 total hours,55 lectures,All Levels,269.99,719.99,"4,454 students"
3773,Fullstack Laravel API development with Nuxt and Linux - 2020,Neba Funwi-gabga,4.7,206.0,19 total hours,145 lectures,All Levels,269.99,1399.99,"4,987 students"
3774,"React.js: Building Production Ready Apps, Start to Finish","3D BUZZ Programming and Digital Art training, Nelson LaQuet",4.1,206.0,17.5 total hours,77 lectures,All Levels,269.99,479.99,"1,440 students"
3775,WordPress for Beginners: The Complete 2021 WordPress Guide,Alexander Oni,4.5,206.0,10 total hours,93 lectures,Beginner,269.99,1299.99,"1,030 students"
3776,JSON AJAX data transfer to MySQL database using PHP,Laurence Svekis,4.4,205.0,2.5 total hours,35 lectures,Intermediate,229.99,1199.99,"11,787 students"
3777,C# Programming Crash Course,Stone River eLearning,3.9,205.0,9 total hours,108 lectures,All Levels,269.99,849.99,"1,146 students"
3778,Building Perceptive AI in Unreal Engine,Daniel Orchard,4.8,205.0,10.5 total hours,40 lectures,Beginner,269.99,479.99,"2,702 students"
3779,Creating and Running an Agile Project in JIRA,Packt Publishing,4.2,205.0,2 total hours,26 lectures,Intermediate,229.99,779.99,875 students
3780,jQuery For Beginners : A Basic Introduction,Bluelime Learning Solutions,4.4,205.0,1 total hour,9 lectures,Beginner,269.99,549.99,"15,071 students"
3781,Machine Learning: Build neural networks in 77 lines of code,Milo Spencer-Harper,4.3,205.0,1 total hour,18 lectures,Beginner,229.99,269.99,705 students
3782,Reflections and Annotation in Java Uncomplicated,Basics Strong,4.6,205.0,4 total hours,28 lectures,All Levels,199.99,229.99,"1,843 students"
3783,ASP.NET Core MVC - Up and Running Part 2 (.NET 5),"DotNet Mastery, Bhrugen Patel",4.3,205.0,7.5 total hours,108 lectures,Intermediate,199.99,229.99,"1,676 students"
3784,Ultimate Expert Guide: Mastering PostgreSQL Administration,"TetraNoodle Team, Manuj Aggarwal, Manuj Aggarwal",3.2,205.0,10.5 total hours,28 lectures,All Levels,269.99,1399.99,"2,060 students"
3785,Learn Advanced Python Programming,Python School,4.6,205.0,24 total hours,111 lectures,All Levels,269.99,729.99,"3,998 students"
3786,VB.NET Masterclass: Learn Visual Basic and VBScript,Frahaan Hussain,3.8,205.0,4.5 total hours,71 lectures,All Levels,229.99,1199.99,"18,764 students"
3787,R and RStudio for Beginners - A Quick Introduction.,Michael Jordan,4.3,204.0,1 total hour,10 lectures,Beginner,199.99,229.99,"5,246 students"
3788,Big Data Programming Languages & Big Data Vs Data Science,Lalitha Audikesavan,3.9,204.0,36 total mins,6 lectures,Beginner,269.99,479.99,"26,723 students"
3789,100 Days of JavaScript,Ewomazino Akpareva,4.5,204.0,60.5 total hours,208 lectures,All Levels,269.99,799.99,"2,184 students"
3790,"Learn Full-Stack Vue, .NET Core, PostgreSQL Web Development",Wes Doyle,4.2,204.0,12 total hours,34 lectures,Intermediate,269.99,349.99,946 students
3791,Bootstrap 4 Basics Guide,Learn Tech Plus,4.5,204.0,7 total hours,88 lectures,Beginner,269.99,1299.99,"50,723 students"
3792,Ultimate DevSecOps With Real World Scenarios,Musab Zayadneh,3.7,204.0,24 total hours,322 lectures,All Levels,319.99,1399.99,"20,061 students"
3793,Mastering critical SKILLS for Coding Interviews C++: Part 1,GetSkilled Org,4.6,204.0,18 total hours,145 lectures,Intermediate,319.99,1399.99,"1,573 students"
3794,Practical guide to AI in Unity,Andreas Metz,4.0,204.0,4.5 total hours,27 lectures,Intermediate,269.99,629.99,"13,237 students"
3795,Salesforce Change and Release Management - A complete guide,Archana Rajendran,4.6,204.0,3 total hours,20 lectures,All Levels,229.99,719.99,"1,485 students"
3796,Deep Reinforcement Learning: Hands-on AI Tutorial in Python,Mehdi Mohammadi,4.0,204.0,4 total hours,51 lectures,Intermediate,269.99,849.99,"16,386 students"
3797,Learn the Advanced Professional Python Programming,Data Science Academy,4.6,204.0,21 total hours,94 lectures,Expert,319.99,749.99,840 students
3798,Become a Web Developer (HTML5;CSS;JavaScript;Ruby;Ajax; SQL),Bluelime Learning Solutions,3.4,203.0,20.5 total hours,207 lectures,Beginner,229.99,819.99,"29,313 students"
3799,Learn Web Scraping with Node.js,Patrick Schroeder,4.0,203.0,1 total hour,10 lectures,All Levels,269.99,599.99,"17,941 students"
3800,Salesforce Development for Intermediate Developers,Deepika Khanna,4.4,203.0,5.5 total hours,36 lectures,Intermediate,269.99,719.99,"1,864 students"
3801,REST API's RESTFul from 0 to AWS with Spring Boot and Docker,Leandro Costa,4.1,203.0,14.5 total hours,180 lectures,All Levels,229.99,1199.99,"1,273 students"
3802,"40 Real World Data Science, Machine Learning Projects 2022",Pianalytix .,4.5,203.0,29.5 total hours,250 lectures,All Levels,199.99,229.99,"6,712 students"
3803,Learn Programming with Python,Vinay Kumar,4.3,203.0,8.5 total hours,27 lectures,Beginner,199.99,229.99,"8,246 students"
3804,"Full React Js Course: React JS, Redux, Hooks and Context",Oak Academy,4.5,203.0,13 total hours,111 lectures,All Levels,269.99,1299.99,769 students
3805,Protocol Oriented Programming in Swift 4 and iOS 11,Andi Setiyadi,4.5,202.0,2.5 total hours,20 lectures,Intermediate,199.99,229.99,972 students
3806,Step By Step HTML and CSS course for beginners,XEO Learning,4.5,202.0,4 total hours,34 lectures,All Levels,229.99,749.99,"1,010 students"
3807,Test Automation from scratch. Selenium IDE (SideeX).,IT Room,3.2,202.0,44 total mins,9 lectures,Beginner,199.99,229.99,513 students
3808,Ubuntu Linux on Windows With VirtualBox For Web Development,John Elder,4.5,202.0,1 total hour,14 lectures,Beginner,269.99,1299.99,"3,155 students"
3809,Node js with Test Driven Development,Basar Buyukkahraman,4.4,202.0,22 total hours,105 lectures,All Levels,269.99,729.99,"2,043 students"
3810,MySQL: Become A MySQL Admin,Packt Publishing,3.7,202.0,8.5 total hours,56 lectures,Beginner,319.99,1599.99,"1,086 students"
3811,WP Plugin Development - Build your own plugin!,"Stefan Haberl, Daniel Angeloff, Sandor Kiss",4.9,202.0,4 total hours,24 lectures,Beginner,269.99,1299.99,"35,554 students"
3812,Async/Await and Actors - Concurrency in Swift,Mohammad Azam,4.6,202.0,5 total hours,70 lectures,All Levels,269.99,1399.99,"1,952 students"
3813,VSD - Machine Intelligence in EDA/CAD,"Kunal Ghosh, Rohit Sharma",3.8,202.0,4 total hours,27 lectures,Beginner,229.99,1199.99,773 students
3814,How to Dominate ARCore 1.x : Build 9 Augmented Reality Apps,"Augmented Startups, Ciprian Ciocianu",3.6,202.0,5 total hours,32 lectures,Beginner,229.99,1199.99,"1,424 students"
3815,Machine Learning Guide: Learn Machine Learning Algorithms,Grid Wire,2.7,202.0,1 total hour,12 lectures,Beginner,269.99,1299.99,"10,078 students"
3816,Python For Beginners : Quick Start Guide to Python 3,Tony Staunton,4.4,202.0,7.5 total hours,127 lectures,Beginner,269.99,729.99,"5,592 students"
3817,Elixir : Start programming on best concurrent language,VJ Bambhaniya,3.2,202.0,4 total hours,21 lectures,Beginner,199.99,229.99,"5,957 students"
3818,LEARNING PATH: Laravel: Complete Guide to Laravel,Packt Publishing,4.4,202.0,17 total hours,102 lectures,Beginner,229.99,1199.99,"1,024 students"
3819,C# For Beginners: Learn C# Programming From Scratch,Oak Academy,4.6,202.0,3.5 total hours,33 lectures,Beginner,229.99,719.99,"6,902 students"
3820,Time Series Analysis in Python: Master Applied Data Analysis,Data Is Good Academy,4.5,202.0,9.5 total hours,153 lectures,All Levels,199.99,229.99,"15,313 students"
3821,Web Development Essentials (beginner to intermediate),Rathinagowri Srinivasan,3.8,202.0,2 total hours,48 lectures,All Levels,269.99,519.99,"18,746 students"
3822,Complete Manual Software Testing + Web Testing + App Testing,STAD Solution,3.9,201.0,6.5 total hours,68 lectures,Intermediate,269.99,1199.99,753 students
3823,FastAPI Full Stack Web Development (API + Webapp),Sourabh Sinha,4.5,201.0,7 total hours,58 lectures,Intermediate,199.99,229.99,"1,851 students"
3824,"Distributed Tasks Demystified with Celery, SQS & Python",Timothy Mugayi,3.8,201.0,4.5 total hours,39 lectures,All Levels,229.99,529.99,"1,359 students"
3825,Socket.IO Chat App in React Native for iOS/Android,Stefan Hyltoft,3.8,201.0,3 total hours,37 lectures,Beginner,269.99,1299.99,"3,144 students"
3826,Learn NoSQL Database Design With CouchDB,"Eduonix Learning Solutions, Eduonix-Tech .",3.3,201.0,3.5 total hours,26 lectures,All Levels,269.99,419.99,"2,699 students"
3827,Introduction to Python 3,Anshuman Kanetkar,3.7,201.0,6.5 total hours,48 lectures,Beginner,229.99,999.99,"2,532 students"
3828,Testing Java with JUnit 5 & Mockito,Sergey Kargopolov,4.6,201.0,7.5 total hours,113 lectures,All Levels,199.99,229.99,"2,034 students"
3829,K6- Automate Performance &Load Testing of API& Microservices,CtrlAltSkills Care,3.6,201.0,12.5 total hours,95 lectures,All Levels,269.99,1299.99,"1,500 students"
3830,HTML and CSS Masterclass,"Tim Buchalka's Learn Programming Academy, Robert Gioia",4.2,201.0,10.5 total hours,181 lectures,All Levels,269.99,619.99,"1,654 students"
3831,Complete Wordpress Elementor course  || GET CERTIFICATE.,Easy Learning Academy,4.6,201.0,1.5 total hours,18 lectures,Beginner,199.99,229.99,912 students
3832,Master Test Management with HP ALM tutorials /Quality Center,QAEversity .,3.3,200.0,33 total mins,5 lectures,Expert,229.99,269.99,"1,677 students"
3833,C++ Tutorial for Absolute Beginners . Become An Expert,Yogesh Patel,3.5,200.0,9.5 total hours,70 lectures,All Levels,269.99,679.99,"5,874 students"
3834,The Beginners Guide to 3D Web Game Development with ThreeJS,Nicholas Lever,4.7,200.0,7.5 total hours,56 lectures,Beginner,319.99,719.99,"1,650 students"
3835,HTML5 Coding from Scratch - Build Your Own Website,Victor Gorinov,4.7,200.0,1 total hour,26 lectures,Beginner,269.99,1299.99,"13,786 students"
3836,Learn JSON with JavaScript Objects and APIs in 1 hour,Laurence Svekis,3.8,200.0,1.5 total hours,20 lectures,Intermediate,269.99,679.99,"4,798 students"
3837,Learn Complete Web Development From Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",4.4,200.0,12 total hours,47 lectures,All Levels,269.99,419.99,"14,383 students"
3838,Mastering HTML5 Programming - The Easier Way,EDUmobile Academy,3.8,200.0,7 total hours,35 lectures,All Levels,229.99,599.99,"21,743 students"
3839,"Using Microsoft Bot Framework v3, LUIS, Cognitive Services","Nilay Mehta, Tutorials Team",4.0,200.0,4.5 total hours,53 lectures,All Levels,269.99,419.99,"2,785 students"
3840,Server Infrastructure Basics Guide,Learn Tech Plus,4.4,200.0,1 total hour,15 lectures,All Levels,269.99,1299.99,"39,511 students"
3841,"Fast, Good & Cheap",Kaliym Islam,4.5,199.0,2 total hours,32 lectures,All Levels,229.99,319.99,"1,045 students"
